content,score,sentiment,sentiment_encoded
sering ganggu bagus bni lama,1,Negative,0
sering ganggu lama klo ganggu ganggu sekali,1,Negative,0
tiap buka selalu sistem nganguan sangat kecewa buat,1,Negative,0
gimana aplikasi wondr bni punya gak masuk terang nya kendala,1,Negative,0
telah update aplikasi gak buka terang ada kendala system kami coba nanti gimana solusi,1,Negative,0
aplikasi sering bisa buka susah lebih bagus app awal saat butuh urgent malah baik lumayan lama,2,Negative,0
toolong dong kenapa tiba waktu buka aplikasi tulis ada kendala sistem kami coba nanti ya apa emang ada problem kah,2,Negative,0
aplikasi lot padahal hp gw dah ram 13gb jaring telkomsel,3,Negative,0
saya ga suka aplikasi wondr by bni saya lebih suka bni lama aplikasi wondr by bni ni sistem nya gabagus,1,Negative,0
apk sampah login susah trus,1,Negative,0
aplikasi sampah bentar bentar dc,1,Negative,0
sering kali aplikasi bisa guna hambat kerja kalau lg transaksi ini sdh download ulang jg blm bisa,1,Negative,0
kendala sistem terus error hapus download tetep aja gabisa login,2,Negative,0
ini wondr ga di buka pgi,3,Negative,0
baik sistem hari gak kelar2 baik apa,1,Negative,0
wondr eror kah ga buka pagi,2,Negative,0
minta dong min segera aktif apk wondr by bni nya,2,Negative,0
aplikasi apa ganggu mulu,1,Negative,0
kenapa gak di guna pagi guna baru gak pakai,1,Negative,0
apas eror mulu ga login,1,Negative,0
ingin buru2 tf malah gk buka seringkali ganggu aplikasi yg lama lebih wort deh,1,Negative,0
aplikasi parah banget kecewa pakai bni,1,Negative,0
baik sistem pas penting,1,Negative,0
parah amet masa ganggu pagi ampe skrng gk bs buka,1,Negative,0
baik sistem lama banget sampai download bni lama ke blokir atm gara-gara lupa password bni lama tau gitu dulu gak aku hapus bni lama,1,Negative,0
baik dong eror lama bener gimna mau transaksi jdi ga nyaman mending bca kendala selalu cepat,1,Negative,0
wonder hari sangat buat rasa kecewa pagi sore bisa guna sedang sedang perlu yg sangat desak malah maintenance pagi sore gak selsai2,1,Negative,0
knapa sering eror jd enga puas maka kalau butuh kan,1,Negative,0
maintenance 25 november 2024 12 30 s d 15 30 selesai belum pakai mbanking bni lama cuma sering ngebug arah ganti wondr,3,Negative,0
ko msh eror smpai kpn nih pdhl lg bu,4,Positive,1
buruk sekali maintenance lama sekali,1,Negative,0
updatenya terlalu lama gmn klau transaksi cepat hambat update kn jadi kendala,1,Negative,0
masalah terus sistem nya,1,Negative,0
aplikasi sering baik udh gtu lama maintenance nya,1,Negative,0
baik lama ga bisa buka nama doang bank negara indonesia udah kaya bank abal abal,1,Negative,0
enak bni mobile gak pernah ganggu ni pakai wondr ganggu mulu mana butuh uang,1,Negative,0
kok ganggu jam 1 jam 4 gak normal2 parah wonder,2,Negative,0
eror terus,1,Negative,0
apa ni hari makin susah buka sering ganggu gak jelas kalau gak bsa bikin aplikasi jangan sok sok buat mutasi rekening gak ada login susah bayar sering gagal,1,Negative,0
abis diupdate malah gak buka mohon optimal,1,Negative,0
woi mau buka gabisa bener dong lama gin,2,Negative,0
aplikasi cacat ganggu mulu error terus payah,1,Negative,0
masih banyak bug aplikasi nya kadang susah buka,1,Negative,0
mohon segera baik masak baik terusss gak kayak awal download,1,Negative,0
dari tadi baik teruss tunda semua urus,1,Negative,0
eror banget mending bni lama ga pernah eror,1,Negative,0
gak layak pake sering ganggu buat yg mau pake mending gak usah lah malah lebih bagus gak pake bni jamin lancar,1,Negative,0
ga tau lg bni bukan makin bagus tp malah makin ga jelas mbangking blokir saran aplikasi wonder tp aplikasi nya mau buka maintenance trus bank naung bumn kaya gin pagi mau transaksi ga bisa2 mau gunain uang sendiri aja sulit bulan akhir dah join bni mending pindah aja bank swasta ga nyusahin ga ribet ga banyak maintenance mending tutup aja sekali nyusahin,1,Negative,0
jelek apliksi banyak masalhnya mending bni banking,1,Negative,0
terlalu banyak masalah apk login ajah susah,1,Negative,0
sering banget eror kan kesel kalau mau apa2 susah,1,Negative,0
sering ganggu an,3,Negative,0
knpa serirneror tida di buka aplikasi nya,3,Negative,0
kenapa gk buka pagi yg muncul ada sedikit kendali tim sedang baik silahkn coba lagi kendala dedikit hari gk bisa gimana kalo kendala banyak,2,Negative,0
innalillahiiiii perbaikannn terussss tim akan optimal uda siang tadiiiii jametttttt ampe hari trouble terusss ke lama aja,1,Negative,0
mohon maaf wondr by bni hari 25 11 2024 tidak akses yaa mau bayar lewat qris jadi ga ini tolong tindak lanjut ya,3,Negative,0
baik sistem lama hari ndak guna,1,Negative,0
wondr susah sekali buka padahal update keteranganya baik sistem terus,3,Negative,0
gak jelas gak beda jauh sama bni mobile mau krim aja gak dasar begitu lah bni emang aplikasi guna sering ganggu aplikasi emang pante,1,Negative,0
aplikasi eror mulu,1,Negative,0
sering ganggu susah masuk enak bni yg lama udah 3 download tetap kurang baik aplikasi enak yg bni yg lama,1,Negative,0
ihh ngeselin banget wonder nya butuh malah gak di buka loading ngga jalan ngga awal bilang ada baik sekarang malah gk di buka,1,Negative,0
busuk banget aplikasi hari ga buka mana mau transaksi paksa ke atm bni ganti aplikasi malah busuk banget,1,Negative,0
ribet selalu sesi akhir fitur tidak sedia suruh tunggu besok apa dah gajelas banget,1,Negative,0
bintang 1 dulu hari maintenance terus mau pake bni lama force close terus ga beres2 dua2 aplikasi bni sih,1,Negative,0
aplikasi geblek banyak error msh mending pakek bni mobile,1,Negative,0
bos koq wonder bni ndak di buka napa,1,Negative,0
data lama ngga ikut ppindah hilang semua data transaksi dan hari eror dr pagi,1,Negative,0
aplikasi tak jelas baik hari lama x teknisi nya,1,Negative,0
sedang baru terus lama sekali enak apk yg lama,3,Negative,0
makin gak jelas aplikasi ganggu gak selesai selesai kalau mampu lebih baik tetap bni gak udah usah pindah wonder,1,Negative,0
ini kan aplikasi m banking tpi lama sekali baik sistem nya bagaimana orang mau transaksi sangat rugi konsumen,1,Negative,0
ini aplikasi punya bank plat merah siang bolong sekarang ngadat mulu baik harus maintenance jangan jam sibuk kerja lagi butuh urgent malah baik pake lama lagi bagus bni lama,1,Negative,0
kenapa sekarang wondr bisa login ganggu terus,1,Negative,0
sering error,1,Negative,0
kalo baik jangan lama lama,3,Negative,0
aplikasi nya knpa,5,Positive,1
nama mentenec mau ambil gaji loh buruk kali wonder,1,Negative,0
sering gangguaan kurang sat set,2,Negative,0
hari tanggal 25 desember 2024 jam 9 jam 14 57 apk nya g di pakai sering banget gangguanya,1,Negative,0
klo perbaikn cepat donk susah klo butuh cepat,1,Negative,0
kok sekarang wondr susah masuk ya ganguan mulu tadi,3,Negative,0
jaring parah dan bagus,1,Negative,0
sering eror wondr by bni susah buka nya di instal,1,Negative,0
banyak ganggu aplikasi nya najis kapok pke aplikasi lma bnget penangananya malu sama ewaler gk pernh ganggu,1,Negative,0
pada hari jam 10 pagi sekarang apk nya bisa login notifikasi nya tim kami sedang laku optimal fitur apk tidak jelas,1,Negative,0
jelek banget yg sekarang bagus lama masa mau buka aja ga terus tadi pulih app terus gmn bs d guna kalau seprti ini mau transaksi ga di guna g fungsi la jadi nya,1,Negative,0
nyesel udah instal aplikasi ini gaada mobile tunai masa bagus aplikasi lama lengkap ini apa kalo lupa bawa kartu debit jadi udh deh gabisa ambil uang atm tau gitu tetep pake aplikasi lama aplikasi mateng kok udh luncurin gin sih bukan mudah malah sulit,1,Negative,0
kenapa wonder ku tak di buka yahh bru kali lagi,1,Negative,0
sial nya maintance jam kerja jadi ribet urus ditunggu2 lama sangat gak bisa masuk aplikasi,1,Negative,0
fitur sedia login mobile banking bisa bintang 2 dulu koreksi app fix,2,Negative,0
kok eror terus yah,3,Negative,0
siang jam 1siang malah sistem eror gimna coba aplikasi banking ngaco,1,Negative,0
aplikasi cacat masa bisa buka ganggu sistem apa bangkek lah,1,Negative,0
ini wonder ganggu lagi kah gk di buka sama sekali,2,Negative,0
tolong tingktkn lgi aplikasi stlh d update malah bisa digunakn,1,Negative,0
kalo pilih bintang -100 aku kasih nilai segitu emang jelek apknya orang buru tf ga bisa internet lancar gtw deh apa ga alternatif lain,1,Negative,0
lebih bagus tampil nya terima kasih,5,Positive,1
aplikasi optimal seperti lot keluh suka keluar sendiri aplikasi wondr nya,1,Negative,0
kenapa bisa buka,1,Negative,0
nyusahin nih mo bayar mo transfer nunggu 5-10 mnit eror mulu wondr kembali lgi lgi optimal sistem posisi lgi antri bayar gimana donk mending yg bni mobile yg lama,1,Negative,0
kenapa aplikasi tidak buka sedang baik terus,3,Negative,0
ada apa wonder kok ganggu trus bni suruh pindah wonder pindah malah wonder ganggu bni malah lancar mohon baik dong,3,Negative,0
jangan buat emosi woyyy balas respon email dari tdi tunggu anj bagai mana mau transaksi klo kaya gin taikkkk,1,Negative,0
kenapa pagi aplikasi guna mau laku transaksi tidak bisa di akses,1,Negative,0
good,5,Positive,1
kenapa aplikasi wonder hari error buat transfer mbanking jadi hambat mohon segera baik rugi customer terima kasih,1,Negative,0
ribet bagus bni lama arah yg dulu jdi gak buru2,1,Negative,0
bagus bni yank lama ini wondr by nya masalah trus ada optimalin sistem muluk tolong dong baik lebih nyaman bni yank lama,1,Negative,0
amat sangat bijak ganggu tanggal gaji kartu ilang m banking biasa ga bisa keren lah bni,1,Negative,0
lot parah gak liat mbanking bank kaya nya bagus,1,Negative,0
mantul transaksi lebih mudah,5,Positive,1
sering bgt eror sistem,1,Negative,0
baik sistem nya lama makan hampir 1 hari padahal banyak transaksi yg di laku,1,Negative,0
bagus lama ini aplikasi banyak rusak ganggu setor tunai m banking bisa,1,Negative,0
knpa lama si ampun biasa gk gin,3,Negative,0
wondr bisa guna,1,Negative,0
mau main apa serius aplikasi kok begini amat blm masuk loading awal susah bangat kendala terus ni aplikasi,1,Negative,0
lama sekali maintenancenya bikin males,1,Negative,0
aplikasi mantap mudah transaksi,5,Positive,1
napa ngadat aplikasi wonder,2,Negative,0
gembel aplikasi sering error,2,Negative,0
aplikasi gak jelas suruh pindah wonder malah gak bsa buka,1,Negative,0
kalo mau ganggu tengah malam jangan pagi smpe sore ganggu di semua orang aktifitas,1,Negative,0
barusan mau log in gabisa udah dr pagi sampe sore gbisa masuk,3,Negative,0
kenapa wondr nya ga mau bukan baca fitur tidak sedia kenapa padahal blom pencet apa baru pencet apk nya,1,Negative,0
aplikasi mulai muncul kendala buka malah tida masuk kata optimal sistem jelas,1,Negative,0
aplikasi suka eror butuh mending mbanking deh,2,Negative,0
mau log in ga masuk trus loading sungguh kecewa,3,Negative,0
bikin kesel sistem baik aja udah 2jam lebih say login gabisa haaaaaah kesel,2,Negative,0
sering ganggu maintenance nya lama,2,Negative,0
aplikasi klo blom siap gk usah pakai dulu bagai customer bni sangat kecewa knp siang hari error ini mending pakai aplikasi yg dulu anehhhh,1,Negative,0
sering eror kalo nambagin fitur lama banget jadi susah buat transaksi jadi ken tutup bank,1,Negative,0
di lgi butuh bnget malah ga di buka,1,Negative,0
aplikasi sering maintance susah masuk padahal sinyal bagus aja mending bni mobile lama,1,Negative,0
lot gak kayak yg dulu,1,Negative,0
apakah wonder bni hari lagi error,1,Negative,0
banyak eror nya sampah,1,Negative,0
sering ganggu maintenance lah padahal butuh buat tf kecewa aplikasi ini layan sangat buruk,1,Negative,0
kenapa gak buka telah baru,4,Positive,1
sering eror loading lama transaksi detail,1,Negative,0
aplikasi nya bagus saldo 100k tiba tiba kurang 20k aneh pas login maff sistem baik,1,Negative,0
ini aplikasi apa sih buka cuma stuck logo wondr,1,Negative,0
terlalu sering problem apk nya di saat2 butuh saja yg baik lebih bagus apk yg lama bni mobile,1,Negative,0
tiba tiba sya bisa masuk ya kk,1,Negative,0
bagus lama poll yang lemottttttt sering eror,1,Negative,0
aplikasi gak jelas nyesel makek ny,1,Negative,0
tolong baik ini ganggu terlalu lama buat kerja susah tolong cepat,5,Positive,1
maintenance nya lama banget mending hausah bikin aplikasi,1,Negative,0
wondr knpa bisa buka update,1,Negative,0
wondr by bni,5,Positive,1
buruk,1,Negative,0
sering ganggu fitur agak ribet mending bni mobile yg lama,1,Negative,0
mau login susah gak buka buka aplikasi parah,1,Negative,0
aplikasi sering eror pancar bni mobile lg transfer penting mlah aplikasi eror ngellll,2,Negative,0
lelet lapor uang masuk lama gk ditail mas bangking yg lama,1,Negative,0
beberapa hari sering gangguang saat penting mau tf malah ganggu,2,Negative,0
ganggu pagi sudah lama bet,3,Negative,0
dari segi lancar aplikasi kalah sama livin by mandiri masih suka ngelag harap baik,2,Negative,0
ada apa aplikasi ga di buka pagi sekarang,1,Negative,0
baru download gk bukak mentok di logo,1,Negative,0
aplikasi ganguan terus bantu dong biar nyaman mkenya,5,Positive,1
benar alam sangat buruk mau log in aplikasi kok bisa kali tulis fitur sedia padahal sinyal kuat udah pakai wifi kencang pula lahh terus gimana cara mau top up transfer kalau tidak masuk tolong segera baik saya bisa top up transfer harus pergi atm dekat terimakasih,1,Negative,0
kenapa wonder ini saya mau buka wonder tiba tiba error gak masuk,1,Negative,0
aplikasi baru makin busuk kalau sering troble ini saya uninstal bank saja troble jam jam apa kompensasi rugi dari pihak bni wondr aplikasi gak mutu,1,Negative,0
saran usah download wonder mending tetap bni mobile alas 1 wonder nggak ada tarik tunai kartu 2 hari tgl 25-11-2024 wonder ganggu pagi sampe siang kagak buka seluruh bayar telat semua,1,Negative,0
tanggal 25 bulan 11 2024 bisa buka aplikasi aplikasi bank kan no recommended,1,Negative,0
aplikasi lot,1,Negative,0
awat pagi hari sore ga kelar- kelar bikin urus jadi beranta,1,Negative,0
abis update malah gabisa buka padahal butuh urgent mau bayar qris payah,3,Negative,0
mau narik uang ada masalah terus bni mending pakai bni mobile pada agak kecewa,2,Negative,0
ga log in malah mending bni mobile dri wondr nyesel tak pindah wondr,1,Negative,0
lot aplikasi nya kak,2,Negative,0
tiba tiba bisa akses aplikasi kata tingkat sistem tunggu 4 jam tetap bisa sedang saya milik transaksi penting,1,Negative,0
lemooottt mau login aja loadingnya lamaa login lamaa masuk menu aplikasi ga kaya apk belah jaring sama tapi lancar aja sangat ganggu kalo kaya gin terus pas mau transaksi harus cepet,2,Negative,0
lelet sekali ya update,1,Negative,0
bagus bni mobile klu skrng suka error,1,Negative,0
sinyal selalu hilang padahal pakai wifi lancar sering kelyar sendiri padahal sesi blm akhir pindah wondr krn udah ngga tf pakai bni mobile eh malah tambah rusak mana darurat butuh itu mohon di baik ngga cuma modal pemberitahuan soal diskon bla bla bla harus baik maaf bagai guna bni lama kecewa sekali app baru,1,Negative,0
wondr si buka aplikasi pasti baik sistem terus itu lama banget jadi kalau mau bayar apa susah aplikasi ga buka moga segera baik,1,Negative,0
aplikasi kyk t i dikit dikit ganggu org mw gjian sibuk ganggu,1,Negative,0
cacat abis update malah susah buka,2,Negative,0
sering minta ganti pasword rmagak ribet,2,Negative,0
aplikasi kurang bagus entah tiap buka aplikasi ini selalu masalah padahal sudah menginstal ulang tpi tetap aplikasi tdk hubung kata sedang baik ada sedikit kendala,1,Negative,0
kenapa aplikasi wonder sudah 3 hari gak masuk coba aplikasi buka cepat wondr malah mutar mutar terus kata aplikasi baru lebih bagus malah bikin emosi mau transaksi gak bisa jelek kalai bank bni punya it nya kalah sama bank parah kecewaaaaa,1,Negative,0
ribet banget mau login aja susah selalu tulis jadi kendala muncul lebih baik biar ulang ini kalau mau transaksi kan jadi sulit,1,Negative,0
aplikasi jelas ganggu 4 jam gak selesai2 ada fitur mobile tunai aplikasi lama bagus malah ganti nya lebih bagus kalau pindah bank saja btw kasih nilai 0 bintang 0 bintang lebih pas pada bintang 1,1,Negative,0
aplikasi masih kalah jauh sama brimo lot,1,Negative,0
aplikasi error mulu,1,Negative,0
ribet bangett aplikasi dikit kendala,2,Negative,0
kita suruh alih wondr ini loading page log in mutar mulu di baik segera bisa langgan bni alih bank lain klo ganggu apps wondr jangan lama,1,Negative,0
baru sistem terlalu lama,2,Negative,0
ini gimana sih makin lama banget buka aplikasi nya lola padahal jaring bagus buka aplikasi nya lama baik bagus mobile banking bni lama jauh banget beda nya,2,Negative,0
loadingnya sangat lama fiturnya mas kurang lengkap mas bagus yg lama,1,Negative,0
kerja nya sangat jelek,1,Negative,0
sering eror log in app nya sekali udah masuk malah sering crash app nya hadeuhh pakai lama aja dah app nya,1,Negative,0
aplikasi apa si gaje banget sumpah sering bgt down pas darurat gabisa dipake mending benerin bni mobile nya gausah sok sok buat aplikasi baru yg lebih jelek cuan cuan terus yg dipikirin kendalancustomer ga dipeduliin,1,Negative,0
baik fitur lama,1,Negative,0
kepadawonder by bni aplikasi kecewa sekali kita darurat mau transaksi malah eror,1,Negative,0
apk e mungkin dongo mangkin kesni mangkin gk berjln normal ni aplikasi,1,Negative,0
loadaing awal buka aplikasi lama,3,Negative,0
aplikasi tidak buka,3,Negative,0
masih masalah sistem bisa buka aplikasi sering crash sebab lag dasar aplikasi stabil sebab rugi orang ingin laku transaksi ada genting masih tahap kembang usah paksa luncur aplikasi lama masih pada guna,1,Negative,0
sekrng jdi lelet buka aplikasi nya,1,Negative,0
lama gak masuk,1,Negative,0
sering trobel mending aplikasi bni yg lama,1,Negative,0
ribet gk mbankingnya trus entah gmn lama bgtz mau login udh tf mau buru2 d buat lelet kocak emg bni,1,Negative,0
sial kampreet saat butuh transfer ga di buka suruh update sudah tapi perbaikan2 kalo lengkap ga usah bikin aplikasi masih enak make lama kecewa,1,Negative,0
sering kendala lah baik kelas bni gin lot,3,Negative,0
aplikasi error terus transaksi jadi kendala woy kalo blm siap jangan suruh alihin apl ini bni lebih prihatin,1,Negative,0
stuck splash screen loading nya lama sekali baik,1,Negative,0
baik terus mau teransaksi jadi susah kalau mau baik tengah malam dong kalau ada dadak ini kan jdi sulit,1,Negative,0
ganggu mulu lama,2,Negative,0
kocka dikit dikit update mana siang hari updatenya coba tengah malam,1,Negative,0
apakah saat error ato punya sy sendiri aja yg error,2,Negative,0
aplikasi bisa buka sama sekali pihak kantor cabang bni tidak tau demikian,1,Negative,0
bagus bni lama,1,Negative,0
ayo kemaren mbanking bni skrg kena wonder jaring saya aman aman aja pin aman aman aja kok malah ngeloading mulu mana pas belanja bulan auto kecewa berat,1,Negative,0
apk tolol siang siang malah erorr mending lama,1,Negative,0
moga lebih tingkat lan,5,Positive,1
launcing apkny lama error,1,Negative,0
kalau mau maintenance malam aja jangan siang2 hambat transaksi,2,Negative,0
sedikit kecewa ya karna aplikasi optimal pakai udah update harus upgrade terus terus harus kalau udah siap baru update nga gin cara mau pakai sedang optimal mulu terus jadi nga pakai nga tau waktu ubuat upgrade aplikasi kan mau make jadi hambat,1,Negative,0
apk baik hapus tidak di pakai biayaya potong bulan mahal lebih 50 rb bulan apk nya tdk di pakai pake hp iphone yg kelas speknya tinggi,1,Negative,0
awal download bagus ehh ydah bbrpa hari kemudian mau masuk apk nya nggk hnya mentok logo wonder,2,Negative,0
satu hari eror,2,Negative,0
baru buka rekening langsung bisa pakai tulis sih ganggu klau bukan payroll dah ni gua masa kalah sm livin btn,1,Negative,0
habis update malah gak login maaf seperti kendala tim akan segera baik udah hari bikin susah malah hadeeuuh,1,Negative,0
sya mau login hari ko gk sy perlu banget mau ambil uang gimna ni min,4,Positive,1
mohon baik karena sekarang malah bisa pakai,1,Negative,0
sedang ganggu gimana ya tidak buka jam 10 sampe sekarang,1,Negative,0
tolongggggg knpa ga buka by bni syaa fitur apa yg sedang di baik,1,Negative,0
login susah sekali,1,Negative,0
banyak lag lama,1,Negative,0
jelek banget masuk sllu fitur sedia sedang baik,1,Negative,0
apk banyak bugnya mau login susah lama keluar notifikasi sedang kendala lapor transaksi uang masuk keluar ada informasi saldo lebih tangguh bni mobile banking easy to use kalau siap aplikasi jangan direlease dulu sangat ganggu sekali transaksi2 saya,1,Negative,0
ini aplikasi gadat mulu mau masuk eror trus,3,Negative,0
apakah hari wondr error,3,Negative,0
hari 25 november 2024 aplikasi wondr bisa akses untung install bni mobile banking belum hapus kalau cuma andal aplikasi bisa repot,1,Negative,0
sangat kurang puas pakek wondr by bni yg sjrng mnding lama ini apa sudah tf tpi gak masuk saldo kurang inu sbnr ny gmna sih malhan semngkin ribet aja rasa udah gitu gguan trus mau cepat jadi lambat,1,Negative,0
gatau wondr kenapa baik sistem terus,2,Negative,0
kok sekarang loadingnya lama banget truss ujung nya gagal masuk tolong bantu dluh,1,Negative,0
sering error baik lama mending bni mobile dulu aja,1,Negative,0
saat mau guna malah ga alhasil kena denda gara gara telat bayar,1,Negative,0
sampai kapan ganggu woi mau pakai ini terus update bayar pbb daerah lengkap dulu,3,Negative,0
tiba tiba apk gak di buka tanpa pemberitahuan belum akan baik harus nya pemberitahuan lalu sms atau email,1,Negative,0
hari tgl 25 november 2024 aplikasi tdk buka,2,Negative,0
jelek saya mau laku transaksi penting kendala gara gara baik ga jelas aplikasi,1,Negative,0
kenapa masuk wonder terang nya fitur sedia,1,Negative,0
ini lagi kemaren mbanking error sekarang wondr yg error mohon segera baik bisa2 lain hati kalau begini terus,1,Negative,0
lebih bagus mobile banking belum mw trf gak bisa2 masuk aplikasi padahal signal sangat bagus,1,Negative,0
baik apa lama x pagi,1,Negative,0
banyak error,1,Negative,0
terlalu sering ganggu aplikasi bisa buka mutasi rekening detail bni mbanking moga segera atas segala masalah,2,Negative,0
kenapa aplikasi nya selalu baik lama dengan saya kurang nyaman rasa hambat,2,Negative,0
aplikasi ribet bahasa sulit erti semua guna kurang paham arti ada bug sitem dalam pelihara tapi usaha jam 04 00 subuh 04 30,1,Negative,0
sering ganggu bagus yg lama,1,Negative,0
ganggu iyaaa gak seperti mobile banking bni yg dulu tolong baik masak bank bumn ini,2,Negative,0
kenpa bisa masuk login eror trus parah,1,Negative,0
banyak kali eror nya min,2,Negative,0
amplikasi dikit2 baik buat nyaman pakai lama aja wonde by bni hapus aja,1,Negative,0
maintenance tepat waktu nya,1,Negative,0
kenapa sih bni bikin aplikasi eror kaya gin ribet banget,2,Negative,0
fitur kurang lengkap gabisa nabung ambil tunai app mending bni mobile maintenance siang hari cara login daftar yang gampang,1,Negative,0
sering gabisa masuk aplikasi,1,Negative,0
bni coba cek fiturnya kalo misal kartu blokir trus orang punya atm sakit gak verifikasi wajah sama sidik jari gimana ambil uang nya susah bgt deh apk nya rumit mau ambil tabung sendiri aja ribet apknya tiap fiturnya baik trus gak bisa apaann lah bni cek kalo mau buat apk jangan nyusahin orang buta digital,1,Negative,0
bobrok banget enak mbanking sumpah kagak buka terang fitur tidak sedia,1,Negative,0
layan kurang bagus info wonder bni saya aplikasi gagal karena layan bagus selalu ganguang atas lmbat kerja kalian apa kok lambat sekali makan gaji buta kalian aplikasi kalo gagal jangan publikasi buat nasabah di pake sering ganguan aplikasi wonder taiiii,1,Negative,0
knapa wondr by bni nya ga bs buka aplikasi nya,5,Positive,1
napa g bsa buka ini aplikasi nya,3,Negative,0
aplikasi gembel ganggu mulu,1,Negative,0
hallo pihak wonder ny bni kenapa aplikasi nya selalu lot tiba2 tibaa2 bisa akses tlong dong jelas nya bgmn kita pakai transaksi tiap hari tiap jam klo tiba2 bisa akses gimna dong rugi kami tlong baik servernya yaa penggunaa wonder bni bnyk loh pdahal kenpa servernya murah,3,Negative,0
agak laen memang wondr maintenance tgl gin siang siang mana tadi gak beres beres,3,Negative,0
suruh pakai wondr terus an malah jadi ribet begini lebih enak pakai bni dulu,1,Negative,0
sering eror gbs buka dlm bulan lbh dr 3x aja eror nya uda update jg gbs buka bagus yg dl malah,1,Negative,0
maaf bukan nya kembang malah down untuk apa pisah beli m-banking saja kenapa di wondr pas perlu2 nya mau isi token listrik malah apk wonder nya ganggu mau beli di m-banking gk di arah kan wondr haduh pusing bikin ribet,2,Negative,0
brp minimal saldo akun wonder,4,Positive,1
sering error,2,Negative,0
engga bni bnking engga wonder semua aja bodoh aplikasi,1,Negative,0
bagaimana kalau butuh sekali lalu wonder baik tunggu jam jam,1,Negative,0
aplikasi suka ganggu dan ganggu tdak notif pemberitahuanya beda dengn aplikasi plat merah yg lai,1,Negative,0
login nya susah banget padahal update,1,Negative,0
aplikasi asu kendala terus tim sedang baik gak pernah baik menu daftar ktp lewat ikd gagal terus ikd tidak akses kan tolol padahal ikd mudah2 aja akses emang apk tolol asu lo suruh udah tak laku semua saran lo asw admin aplikasi tolol,1,Negative,0
belum maksimal lagi perlu nya eror,2,Negative,0
apk ampas ganggu terus,1,Negative,0
eror mulu kadal,1,Negative,0
kacau aplikasi ga jelas,1,Negative,0
knp aplikasi ganggu trus padahal bni gk gitu,1,Negative,0
bnyak masalah,2,Negative,0
klo wondr klo baik sistem beri tahu dlu lewat media sosial lewat gmail tidak gagu,3,Negative,0
aplikasi ga jelas sulit aja mau belanja kendala gara aplikasi,1,Negative,0
parah sih transaksi qr malah ganggu bangke malu,2,Negative,0
aplikasi brengsek,1,Negative,0
maintenance terus kacau it nya yah mau gimana dah nama bumn orang yg kerja sana enggak kompeten beda jauh sama swasta,1,Negative,0
aplikasi ribet,2,Negative,0
error nya jangan lama mau tf uang jadi susah,3,Negative,0
masih bagus yg lama banyak jadi ganggu trobel terus saat btuh apknya ngeleg mulu,1,Negative,0
fitur sedia terus malas,2,Negative,0
lagi butuhin buru buru banyak ganggu nih coba sistem nya baik lah,2,Negative,0
aplikasi bisa buka,1,Negative,0
kenapa hari tidak guna apakah kendala,1,Negative,0
baik sistem terlalu lama jadi gak masuk,1,Negative,0
sudah upgrade tapi saat login fitur sedia coba lagiii aneh berulang2 coba msh tetap saja aplikasi trsupport sistem yg bagus lbh byk kendala login mohon segera baik memudahkn customer bni thx,2,Negative,0
tidak ribet baru pakai 1 hari bsoknya aplikasi bisa buka,3,Negative,0
pke ni bank cuma buat nerima gaji habis langsung oper bank soal busuk bngt tangan,1,Negative,0
sering ganggu seperti apk bank lain saya bendesak transfer malah apk bisa buka,1,Negative,0
gak ke buka muncul coba ulang kali tetap gak,3,Negative,0
wondr tidak guna hari ini,1,Negative,0
baik mulu apa apk,1,Negative,0
ini gimana buka aplikasi kok ga ada tulis fitur tidak sedia udah komplaint suruh itu eh tau semua nya sama error tingkat sistem kok hari senin jam kerja payah aplikasi,1,Negative,0
knpa wonder sering bisa pakai dengan ingat baik ini dari jam 7 pagi jam 2 siang bisa pakai,3,Negative,0
abis update malah gajelas lot,1,Negative,0
lebih baik bni old dri ini selalu bug terus,1,Negative,0
aplikasi yah kok mau transfer uang gak bisa selalu aja kendala sampe udah di-update tetap gak buka,2,Negative,0
wonde bni tai aplikasi susah buka macet an mnding aplikasi mbanking yg lama,1,Negative,0
ganggu mulu pagi,3,Negative,0
hari kenapa wonden bisa guna ya,3,Negative,0
terlalu sering baik saat guna tiba error bagus aplikasi lama juga lebih detail,1,Negative,0
saat penting malah ndak buka sudah baru tetep bisa di buka,3,Negative,0
sudah bikin akun login tapi beberapa gak bisa login lagi notifnya sedang tingkat sistem masa siang tingkat sistem info sangat tidak nyaman,1,Negative,0
apa ini aplikasi error gaji masuk kesitu malah gkbisa d pakai,1,Negative,0
dplk proses sudah 3 minggu ada masuk cair nya,2,Negative,0
trobel mulu kalau mau diguankan,1,Negative,0
moga lebih baek lagi tetap sangat bantu segala hal,5,Positive,1
awal kira lebih baik bni mobile banking tapi lebih parah sangat2 kecewa tiap mau login selalu kata2 sistem kami dalam baik kami lagi optimalin sistem ini coba lagi nanti ya tolong mudah kalu kembali ke fitur bni mobile banking teransaksi lebih mudah ada ganggu kayak wondr ini saya langgan lama nasabah di bni lah,1,Negative,0
kenapa wondr error tulis sedang baik jam 8 hingga sekarang selesai maintenance,1,Negative,0
saya sedang desak tapi app tidak buka selalu bilang wondr kembali halo kami optimal sistem ini coba nanti aplikasi tidak baik bahkan bahaya guna dalam ada darurat,1,Negative,0
kalo optimal apk jangan waktu jam krja donk g mna ini payahh nihh,1,Negative,0
